Test matrix size	Serial Time	 GPU Time	GPU Speedup	Error
2000 x 4096	        0.030235	  0.000913	 33.115477	0.000000e+00
4000 x 4096	        0.090405	  0.001275	 70.894837	0.000000e+00
8000 x 4096	        0.213794	  0.002162	 98.904050	0.000000e+00
16000 x 4096	        0.454017	  0.004466	101.667032	0.000000e+00
32000 x 4096	        0.936255	  0.008176	114.506698	0.000000e+00
64000 x 4096	        1.983062	  0.014407	137.641104	0.000000e+00
128000 x 4096	        4.095525	  0.026112	156.842433	1.048227e+03
256000 x 4096	        8.308822	  0.026112	318.195061	1.048290e+03
512000 x 4096	       16.821907	  0.026112	644.212628	1.048348e+03
