Test matrix size	Serial Time	 GPU Time	GPU Speedup	Error
2000 x 4096	        0.006870	  0.000656	 10.473441	0.000000e+00
4000 x 4096	        0.022898	  0.000704	 32.533182	0.000000e+00
8000 x 4096	        0.056009	  0.001018	 55.035973	0.000000e+00
16000 x 4096	        0.119918	  0.001689	 71.016141	0.000000e+00
32000 x 4096	        0.247755	  0.002816	 87.980656	0.000000e+00
64000 x 4096	        0.479871	  0.005249	 91.422305	0.000000e+00
128000 x 4096	        0.929630	  0.009744	 95.404884	0.000000e+00
256000 x 4096	        1.828019	  0.019693	 92.827338	0.000000e+00
512000 x 4096	        3.794698	  0.039371	 96.382279	0.000000e+00
