Test matrix size	Serial Time	 GPU Time	GPU Speedup	Error
2000 x 4096	        0.014382	  0.000678	 21.197676	0.000000e+00
4000 x 4096	        0.041898	  0.000856	 48.929126	0.000000e+00
8000 x 4096	        0.100324	  0.001480	 67.800401	0.000000e+00
16000 x 4096	        0.215098	  0.002453	 87.685138	0.000000e+00
32000 x 4096	        0.445230	  0.004384	101.557155	0.000000e+00
64000 x 4096	        0.896847	  0.008322	107.763938	0.000000e+00
128000 x 4096	        1.852372	  0.016946	109.311172	0.000000e+00
256000 x 4096	        3.800657	  0.030798	123.405119	1.048194e+03
512000 x 4096	        7.745762	  0.030798	251.500398	1.048056e+03
