Test matrix size	Serial Time	 GPU Time	GPU Speedup	Error
2000 x 4096	        0.061300	  0.022171	  2.764847	0.000000e+00
4000 x 4096	        0.185343	  0.016634	 11.142148	0.000000e+00
8000 x 4096	        0.443865	  0.026266	 16.898885	0.000000e+00
16000 x 4096	        0.954454	  0.038214	 24.976294	0.000000e+00
32000 x 4096	        2.007951	  0.062563	 32.094679	0.000000e+00
64000 x 4096	        4.112357	  0.087236	 47.140863	0.000000e+00
128000 x 4096	        8.344412	  0.189626	 44.004612	0.000000e+00
256000 x 4096	       16.859471	  0.346564	 48.647511	1.048200e+03
512000 x 4096	       34.168377	  0.346564	 98.591850	1.048348e+03
