Test matrix size	Serial Time	 GPU Time	GPU Speedup	Error
2000 x 4096	        0.007368	  0.000566	 13.026681	0.000000e+00
4000 x 4096	        0.021800	  0.000635	 34.347528	0.000000e+00
8000 x 4096	        0.052006	  0.000979	 53.102357	0.000000e+00
16000 x 4096	        0.110953	  0.001610	 68.931491	0.000000e+00
32000 x 4096	        0.228814	  0.002781	 82.288805	0.000000e+00
64000 x 4096	        0.465918	  0.004573	101.895098	0.000000e+00
128000 x 4096	        0.937944	  0.007874	119.117911	0.000000e+00
256000 x 4096	        1.938624	  0.014285	135.709312	1.041967e+03
512000 x 4096	        3.975575	  0.014285	278.301820	1.041680e+03
