Test matrix size	Serial Time	 GPU Time	GPU Speedup	Error
2000 x 4096	        0.062716	  0.012767	  4.912422	0.000000e+00
4000 x 4096	        0.185497	  0.025985	  7.138738	0.000000e+00
8000 x 4096	        0.427696	  0.051031	  8.381185	0.000000e+00
16000 x 4096	        0.906816	  0.060257	 15.049118	0.000000e+00
32000 x 4096	        1.925177	  0.069683	 27.627710	0.000000e+00
64000 x 4096	        3.985982	  0.099169	 40.193626	0.000000e+00
128000 x 4096	        8.122719	  0.201365	 40.338226	0.000000e+00
256000 x 4096	       16.369804	  0.816567	 20.047116	0.000000e+00
512000 x 4096	       33.125082	  0.993886	 33.328839	0.000000e+00
