Test matrix size	Serial Time	 GPU Time	GPU Speedup	Error
2000 x 4096	        0.014263	  0.005722	  2.492929	0.000000e+00
4000 x 4096	        0.042046	  0.032537	  1.292226	0.000000e+00
8000 x 4096	        0.099298	  0.019774	  5.021717	0.000000e+00
16000 x 4096	        0.214991	  0.030030	  7.159214	0.000000e+00
32000 x 4096	        0.447284	  0.039359	 11.364316	0.000000e+00
64000 x 4096	        0.917631	  0.049047	 18.709106	0.000000e+00
128000 x 4096	        1.901355	  0.080472	 23.627555	0.000000e+00
256000 x 4096	        3.985091	  0.120538	 33.060889	0.000000e+00
512000 x 4096	        8.131555	  0.236305	 34.411285	0.000000e+00
